Nombre	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Limit	Format	Text
Contador	Gen1	Contador	Normal	Trap				3	Speed	Puedes activar esta carta cuando 1 Pokemon de tu oponente declara un ataque contra 1 Pokemon que controles en posicion de ataque: el oponente recibe dano directo equivalente a la diferencia de dano efectuada
Barrera	Gen1	Barrera	Continuous	Spell				2	Speed	Mientras esta carta permanezca activa en el campo, duplica la DEF de todos los Pokemon que controlas
Pantalla Luz	Gen1	Pantalla_Luz	Quick-play	Spell				2	Speed	Reduce a la mitad todo el dano de batalla infligido por Pokemon del oponente hasta el final del turno en el que es activada esta carta
Movimiento Sismico	Gen1	Movimiento_Sismico	Equip	Spell				3	Speed	Selecciona 1 Pokemon Lucha. Cuando batalla contra 1 Pokemon, incrementa su ATK en un valor equivalente al nivel del objetivo x200 puntos hasta el final del turno
Demolicion	Gen1	Demolicion	Normal	Spell				3	Speed	Selecciona y destruye todas las cartas de 'Pantalla Luz' y 'Reflejo' activas en el campo del oponente
Paz Mental	Gen1	Paz_Mental	Normal	Spell				3	Speed	Selecciona 1 Pokemon Psiquico que controles. Incrementa su ATK y DEF en 500 puntos
Sustituto	Gen1	Sustituto	Equip	Spell				3	Speed	Equipa esta carta a 1 Pokemon que controles. Si el Pokemon fuera a ser destruido (en batalla o por efectos), destruye esta carta en su lugar
Corpulencia	Gen1	Corpulencia	Equip	Spell				3	Speed	Selecciona 1 Pokemon Lucha que controles. Gana 600 puntos de ATK y DEF
Sofoco	Gen1	Sofoco	Normal	Spell				3	Speed	Debes controlar 1 Pokemon Fuego para activar esta carta. Descarta 2 cartas de tu mano. Selecciona y destruye 1 Pokemon del oponente e inflige dano directo a los Life Points del oponente en un valor equivalente al ATK del Pokemon seleccionado
Meditacion	Gen1	Meditacion	Equip	Spell				3	Speed	Equipa esta carta a 1 Pokemon Psiquico que controles. Gana 600 puntos de ATK
Placaje Electrico	Gen1	Placaje_Electrico	Quick-play	Spell				3	Speed	Puedes activar esta carta cuando declaras un ataque con 'Pikachu' o 'Raichu'. Aumenta su ATK en 1200 puntos hasta el final de la Battle Phase. En adicion, pierdes 1000 Life Points
Movimiento Espejo	Gen1	Movimiento_Espejo	Normal	Trap				3	Speed	Debes controlar 1 Pokemon Volador para activar esta carta. El efecto de esta carta se convierte en el ultimo efecto aplicado por tu oponente durante este turno
Inversion	Gen1	Inversion	Quick-play	Spell				3	Speed	Selecciona 1 Pokemon Lucha que controles. Si tus Life Points son inferiores a los de tu oponente, gana 1500 puntos de ATK
Rencor	Gen1	Rencor	Normal	Trap				3	Speed	Debes controlar 1 Pokemon de OSCURIDAD para activar esta carta. Lanza 1 dado de 6 caras. Tu oponente descarta cartas de su Mazo en un valor equivalente al numero obtenido en el lanzamiento de dado
Magnitud	Gen1	Magnitud	Normal	Trap				3	Speed	Debes controlar 1 Pokemon Tierra para activar esta carta. Lanza 1 dado de 6 caras. Inflige dano directo a los Life Points del oponente en un valor equivalente al numero obtenido multiplicado por 200
Aguante	Gen1	Aguante	Equip	Spell				3	Speed	Equipa esta carta a 1 Pokemon que controles. Si el Pokemon fuera a ser destruido como resultado de una batalla, niega el ataque y reduce el dano de batalla a 0. Envia esta carta al Cementerio
Danza Dragon	Gen1	Danza_Dragon	Equip	Spell				3	Speed	Equipa esta carta a 1 Pokemon Dragon que controles. En cada una de tus Standby Phases, gana 300 puntos de ATK y DEF
Onda Voltio	Gen1	Onda_Voltio	Equip	Spell				3	Speed	Equipa esta carta a 1 Pokemon Electrico que controles. Gana 300 puntos de ATK. Cuando el Pokemon equipado declara un ataque, tu oponente no puede activar efectos que impidan atacar
Desquite	Gen1	Desquite	Normal	Trap				3	Speed	Puedes activar esta carta cuando recibes dano de batalla a tus Life Points. Inflige dano directo a los Life Points de tu oponente en un valor equivalente al dano de batalla recibido
Desarme	Gen1	Desarme	Normal	Trap				3	Speed	Puedes activar esta carta cuando declaras un ataque con 1 Pokemon de OSCURIDAD. Antes del calculo de dano, tu oponente envia al Cementerio 1 carta magica equipada al objetivo de ataque del Pokemon que controlas
Robo	Gen1	Robo	Normal	Trap				3	Speed	Selecciona 1 Pokemon de OSCURIDAD que controles y 1 Pokemon del oponente. El Pokemon en tu lado del campo gana el efecto del Pokemon de tu oponente hasta el final del turno en el que es activada esta carta
Neblina	Gen1	Neblina	Continuous	Spell				3	Speed	Mientras esta carta permanezca activa en el campo, niega los efectos que reducen ATK y DEF
Carga	Gen1	Carga	Normal	Spell				3	Speed	Selecciona 1 Pokemon Electrico que controles. Duplica su ATK hasta el final del turno en el que es activada esta carta
Anillo Igneo	Gen1	Anillo_Igneo	Normal	Spell				3	Speed	Debes controlar 1 Pokemon Fuego para activar esta carta. Inflige 1500 puntos de dano a los Life Points de tu oponente. No puedes declarar ataques en el turno en que es activada esta carta
Hidrocanon	Gen1	Hidrocanon	Normal	Spell				3	Speed	Debes controlar 1 Pokemon Agua para activar esta carta. Inflige 1500 puntos de dano a los Life Points de tu oponente. No puedes declarar ataques en el turno en que es activada esta carta
Paralizador	Gen1	Paralizador	Continuous	Trap				3	Speed	Debes controlar 1 Pokemon Planta para activar esta carta. Selecciona 1 Pokemon que tu oponente controle: no podra atacar ni cambiar su posicion de batalla mientras esta carta siga activa en el campo
Latigo Cepa	Gen1	Latigo_Cepa	Equip	Spell				3	Speed	Equipa esta carta a 1 Pokemon Planta de nivel 4 o superior. Gana 400 puntos de ATK
Pistola Agua	Gen1	Pistola_Agua	Equip	Spell				3	Speed	Equipa esta carta a 1 Pokemon Agua de nivel 3 o superior. Gana 400 puntos de ATK
Ascuas	Gen1	Ascuas	Equip 	Spell				3	Speed	Equipa esta carta a 1 Pokemon Fuego. Gana 400 puntos de ATK
Tumba Rocas	Gen1	Tumba_Rocas	Equip	Spell				3	Speed	Equipa esta carta a 1 Pokemon Roca. Gana 600 puntos de ATK
Max Pocion	Gen1	Max_Pocion	Normal	Spell				3	Speed	Incrementa tus Life Points hasta que tengas 4000
Restaurar Todo	Gen1	Restaurar_Todo	Normal	Spell				3	Speed	Incrementa tus Life Points hasta que tengas 4000. En adicion, envia 1 carta en el campo de tu oponente cuyo efecto impida atacar o reduzca ATK y DEF
Moneda Amuleto	Gen1	Moneda_Amuleto	Equip	Spell				1	Speed	Equipa esta carta a 1 Pokemon que controles. Cuando el Pokemon equipado destruye a 1 Pokemon del oponente, robas 1 carta de la parte superior de tu mazo
Repartir Exp	Gen1	Repartir_Exp	Equip	Spell				1	Speed	Equipa esta carta a 1 Pokemon que controles. Cuando otro Pokemon en tu lado del campo destruye a 1 Pokemon del oponente, incrementa los puntos de ATK y DEF del Pokemon equipado con esta carta en un valor equivalente al nivel del Pokemon destruido x100
